4.52032	1.83648	-1.15562	2.83577	4.49423	
4.52032	1.8366	-1.15559	2.83398	4.49423	
4.52032	1.83729	-1.15545	2.83115	4.49423	
4.52033	1.83874	-1.15472	2.82688	4.49425	
4.52033	1.84002	-1.15414	2.82343	4.49425	
4.52033	1.84163	-1.15325	2.81914	4.4942	
4.52033	1.84426	-1.15191	2.81195	4.49423	
4.52033	1.84586	-1.15119	2.80858	4.49418	
4.52034	1.84924	-1.14938	2.79996	4.4942	
4.52034	1.85205	-1.14714	2.79347	4.49418	
4.52034	1.85561	-1.14395	2.78336	4.49418	
4.52034	1.8595	-1.14076	2.77257	4.49418	
4.52034	1.86163	-1.13897	2.76752	4.49418	
4.52035	1.86927	-1.13449	2.75237	4.49418	
4.52035	1.87413	-1.13127	2.74082	4.4942	
4.52036	1.88	-1.12789	2.72971	4.4942	
4.52036	1.88668	-1.12499	2.7171	4.4942	
4.52037	1.89435	-1.12215	2.70168	4.49423	
4.52037	1.90139	-1.11896	2.68757	4.49423	
4.52037	1.91037	-1.11624	2.67148	4.49423	
4.52037	1.91998	-1.11412	2.65418	4.49423	
4.52038	1.93001	-1.11325	2.6381	4.49423	
4.52038	1.93933	-1.11322	2.62281	4.49423	
4.52038	1.94895	-1.1133	2.6056	4.49425	
4.52039	1.96072	-1.11346	2.59053	4.49423	
4.52039	1.96996	-1.11346	2.57498	4.49423	
4.52039	1.9801	-1.11351	2.5617	4.49423	
4.52039	1.99245	-1.11351	2.54635	4.49425	
4.52039	2.00357	-1.11352	2.53394	4.49425	
4.52039	2.0162	-1.11368	2.52073	4.49423	
4.52039	2.02884	-1.11362	2.50812	4.49425	
4.52039	2.03791	-1.11358	2.49805	4.49425	
4.52039	2.05	-1.11376	2.48801	4.49425	
4.52039	2.06086	-1.1138	2.47847	4.49425	
4.5204	2.0709	-1.11377	2.47009	4.49423	
4.52039	2.08327	-1.11384	2.4631	4.49423	
4.52039	2.09585	-1.11377	2.45471	4.49423	
4.5204	2.10446	-1.11374	2.44954	4.49423	
4.5204	2.11346	-1.11379	2.44765	4.49423	
4.5204	2.12183	-1.11393	2.44803	4.49423	
4.5204	2.13091	-1.11393	2.44834	4.49423	
4.5204	2.14088	-1.1138	2.44847	4.49423	
4.5204	2.1495	-1.1138	2.44881	4.49423	
4.5204	2.15731	-1.1138	2.4485	4.49423	
4.5204	2.16415	-1.11384	2.44872	4.49423	
4.5204	2.1693	-1.1138	2.44863	4.49423	
4.5204	2.17371	-1.11384	2.44869	4.49423	
4.5204	2.17847	-1.11384	2.44865	4.49423	
4.5204	2.18284	-1.11384	2.44869	4.49423	
4.5204	2.18406	-1.11379	2.44869	4.49425	
4.5204	2.18415	-1.1138	2.44889	4.49425	
4.5204	2.18413	-1.1138	2.44867	4.49427	
4.5204	2.18381	-1.1139	2.44863	4.49425	
4.5204	2.18367	-1.11388	2.44869	4.49423	
4.5204	2.18362	-1.11388	2.44876	4.49423	
4.5204	2.1835	-1.11388	2.44869	4.49423	
4.5204	2.18331	-1.11388	2.44872	4.49423	
4.5204	2.18328	-1.11388	2.44867	4.49423	
4.5204	2.18327	-1.11388	2.44874	4.49423	
4.5204	2.18325	-1.11388	2.44872	4.49423	
4.5204	2.18304	-1.11388	2.44872	4.49423	
4.5204	2.18255	-1.11388	2.44874	4.49425	
4.5204	2.18248	-1.11388	2.44869	4.49425	
4.5204	2.18247	-1.11388	2.44869	4.49425	
4.5204	2.18247	-1.11388	2.44878	4.49423	
4.5204	2.18247	-1.11388	2.44872	4.49423	
4.5204	2.18234	-1.11388	2.44874	4.49423	
4.5204	2.18224	-1.11387	2.44874	4.49423	
4.5204	2.18209	-1.11387	2.44874	4.49423	
4.5204	2.18196	-1.11387	2.44874	4.49423	
4.5204	2.18193	-1.11387	2.44869	4.4942	
4.5204	2.18192	-1.11387	2.44876	4.4942	
4.5204	2.18192	-1.11387	2.44874	4.49423	
4.5204	2.18192	-1.11387	2.44872	4.4942	
4.5204	2.1819	-1.11387	2.44872	4.49416	
