4.52046	1.83658	-1.15562	2.8358	4.49423	
4.52044	1.83658	-1.1556	2.83564	4.49423	
4.52044	1.83658	-1.15551	2.83462	4.49423	
4.52044	1.83659	-1.15537	2.83319	4.49423	
4.52044	1.83659	-1.15521	2.83217	4.49423	
4.52044	1.83659	-1.15476	2.83122	4.49423	
4.52044	1.83659	-1.15457	2.83071	4.49423	
4.52044	1.8366	-1.15455	2.83035	4.49423	
4.52044	1.8366	-1.15454	2.83015	4.49423	
4.52044	1.8366	-1.15454	2.83018	4.49423	
4.52044	1.83661	-1.15454	2.83015	4.49423	
4.52044	1.83662	-1.15454	2.83015	4.49423	
4.52044	1.83662	-1.15452	2.83015	4.49423	
4.52044	1.83663	-1.1545	2.83015	4.49423	
4.52044	1.83663	-1.15449	2.83013	4.49423	
4.52043	1.83665	-1.15444	2.83013	4.49423	
4.52043	1.83667	-1.15441	2.83013	4.49423	
4.52043	1.83667	-1.15433	2.83015	4.49423	
4.52043	1.83668	-1.15421	2.83013	4.49423	
4.52043	1.83671	-1.15392	2.83013	4.49423	
4.52043	1.83674	-1.15331	2.83013	4.49423	
4.52043	1.83678	-1.15317	2.83018	4.49423	
4.52043	1.83683	-1.15317	2.83007	4.49423	
4.52043	1.83685	-1.15317	2.83004	4.49423	
4.52043	1.8369	-1.15318	2.83007	4.49423	
4.52043	1.83691	-1.15318	2.83007	4.49423	
4.52042	1.83698	-1.15318	2.83009	4.49423	
4.52042	1.83701	-1.15318	2.83009	4.49423	
4.52042	1.83706	-1.15318	2.83009	4.49423	
4.52042	1.83713	-1.15318	2.83009	4.49423	
4.52042	1.83756	-1.15318	2.83009	4.49423	
4.52042	1.838	-1.15318	2.83009	4.49423	
4.52042	1.83827	-1.15318	2.83009	4.49423	
4.52042	1.83877	-1.15318	2.83007	4.49423	
4.52042	1.83919	-1.15318	2.83011	4.49423	
4.52042	1.83967	-1.15318	2.83004	4.49423	
4.52041	1.83999	-1.15317	2.83013	4.49423	
4.52041	1.84055	-1.15317	2.82984	4.49423	
4.52041	1.84116	-1.15314	2.82942	4.49423	
4.52041	1.84192	-1.15312	2.82843	4.49423	
4.52041	1.84322	-1.15293	2.82522	4.49423	
4.52041	1.84448	-1.15234	2.82232	4.49423	
4.52041	1.84575	-1.15172	2.81989	4.49423	
4.52041	1.84687	-1.15119	2.81861	4.49423	
4.52041	1.84702	-1.15045	2.81863	4.49423	
4.52041	1.84702	-1.14948	2.81872	4.49423	
4.5204	1.84701	-1.1483	2.81861	4.49423	
4.5204	1.84701	-1.14767	2.81872	4.49423	
4.5204	1.84701	-1.14767	2.81876	4.49423	
4.5204	1.847	-1.14767	2.81805	4.49423	
4.5204	1.847	-1.14767	2.81673	4.49423	
4.5204	1.847	-1.14767	2.81381	4.49423	
4.5204	1.84701	-1.14767	2.80984	4.49423	
4.5204	1.84701	-1.14766	2.80644	4.49423	
4.5204	1.84702	-1.14764	2.80102	4.49423	
4.5204	1.84703	-1.14762	2.79832	4.49423	
4.5204	1.84708	-1.14736	2.79666	4.49423	
4.5204	1.84721	-1.14649	2.79595	4.49423	
4.5204	1.84777	-1.14557	2.79611	4.49423	
4.5204	1.84889	-1.14462	2.79606	4.49423	
4.5204	1.85025	-1.14398	2.79608	4.49423	
4.5204	1.85259	-1.14387	2.79608	4.49423	
4.5204	1.85469	-1.14387	2.79606	4.49423	
4.5204	1.85662	-1.14385	2.79608	4.49423	
4.5204	1.85843	-1.14385	2.79606	4.49423	
4.5204	1.85998	-1.14382	2.79606	4.49423	
4.5204	1.86097	-1.14362	2.79608	4.49423	
4.5204	1.86097	-1.14297	2.79606	4.49423	
4.5204	1.86096	-1.14183	2.79604	4.49423	
4.5204	1.86096	-1.14051	2.79604	4.49423	
4.5204	1.86095	-1.13872	2.79604	4.49423	
4.5204	1.86095	-1.13859	2.79619	4.49423	
4.5204	1.86094	-1.13859	2.79611	4.49423	
4.5204	1.86094	-1.13861	2.79509	4.49423	
4.5204	1.86094	-1.13859	2.79296	4.49423	
4.5204	1.86095	-1.13859	2.79027	4.49423	
4.5204	1.86095	-1.13859	2.78801	4.49423	
4.5204	1.86095	-1.13858	2.78688	4.49423	
4.5204	1.86096	-1.13856	2.78458	4.49423	
4.5204	1.86097	-1.13851	2.78473	4.49423	
4.5204	1.86099	-1.13834	2.78478	4.49423	
4.5204	1.86103	-1.13749	2.7848	4.49423	
4.5204	1.86114	-1.13712	2.78484	4.49423	
4.5204	1.86121	-1.13704	2.78484	4.49423	
4.5204	1.86123	-1.13699	2.78484	4.49423	
4.5204	1.86128	-1.1368	2.78484	4.49423	
4.5204	1.86142	-1.13639	2.78484	4.49423	
4.5204	1.8618	-1.13627	2.78489	4.49423	
4.5204	1.86243	-1.13627	2.78489	4.49423	
4.5204	1.86347	-1.13627	2.78489	4.49423	
4.5204	1.86483	-1.13627	2.78487	4.49423	
4.5204	1.86531	-1.13627	2.78489	4.49423	
4.5204	1.86697	-1.13625	2.78487	4.49423	
4.5204	1.86779	-1.13624	2.78487	4.49423	
4.5204	1.86784	-1.1362	2.7848	4.49423	
4.5204	1.86784	-1.13619	2.7842	4.49423	
4.5204	1.86784	-1.13605	2.78323	4.49423	
4.5204	1.86785	-1.13587	2.78122	4.49423	
4.5204	1.86787	-1.13547	2.77861	4.49423	
4.5204	1.86787	-1.13449	2.77657	4.49423	
4.5204	1.86792	-1.13302	2.77491	4.49423	
4.5204	1.86801	-1.13099	2.77374	4.49423	
4.5204	1.86836	-1.13049	2.77381	4.49423	
4.5204	1.86931	-1.1305	2.77372	4.49423	
4.5204	1.8704	-1.13055	2.77363	4.49423	
4.5204	1.87156	-1.13056	2.77372	4.49423	
4.5204	1.87257	-1.13058	2.77374	4.49423	
4.5204	1.87257	-1.13058	2.77374	4.49423	
4.5204	1.87483	-1.13072	2.77378	4.49423	
4.5204	1.87488	-1.13072	2.77374	4.49423	
4.5204	1.87488	-1.13083	2.77361	4.49423	
4.5204	1.87488	-1.13083	2.77316	4.49423	
4.5204	1.87488	-1.13083	2.77226	4.49423	
4.5204	1.87489	-1.13083	2.77024	4.49423	
4.5204	1.87489	-1.13083	2.76759	4.49423	
4.5204	1.8749	-1.13082	2.76538	4.49423	
4.5204	1.87493	-1.13082	2.7635	4.49423	
4.5204	1.87521	-1.13082	2.76261	4.49423	
4.5204	1.876	-1.1308	2.76265	4.49423	
4.5204	1.87718	-1.13075	2.76274	4.49423	
4.5204	1.8787	-1.13074	2.7627	4.49423	
4.5204	1.87976	-1.13074	2.76272	4.49423	
4.5204	1.8817	-1.13066	2.76274	4.49423	
4.5204	1.8824	-1.13066	2.76277	4.49423	
4.5204	1.88239	-1.1305	2.76279	4.49423	
4.5204	1.88239	-1.1305	2.76274	4.49423	
4.5204	1.88239	-1.13044	2.76277	4.49423	
4.5204	1.88238	-1.13027	2.76274	4.49423	
4.5204	1.88236	-1.12986	2.76272	4.49423	
4.5204	1.88235	-1.12962	2.76277	4.49423	
4.5204	1.88235	-1.12961	2.76274	4.49423	
4.5204	1.88234	-1.12961	2.76272	4.49423	
4.5204	1.88233	-1.12961	2.76277	4.49423	
4.5204	1.88231	-1.12961	2.76277	4.49423	
4.5204	1.88229	-1.12959	2.76279	4.49423	
4.5204	1.88228	-1.12959	2.76279	4.49423	
4.5204	1.88227	-1.12959	2.76279	4.49423	
4.5204	1.88224	-1.12958	2.76277	4.49423	
4.5204	1.88221	-1.12958	2.76277	4.49423	
4.5204	1.88221	-1.12954	2.76279	4.49423	
4.5204	1.88219	-1.12951	2.76281	4.49423	
4.5204	1.88218	-1.12948	2.76279	4.49423	
4.5204	1.88216	-1.12947	2.76277	4.49423	
4.5204	1.88214	-1.12934	2.76272	4.49423	
4.5204	1.88211	-1.12918	2.76272	4.49423	
4.5204	1.8821	-1.12885	2.76274	4.49423	
4.5204	1.88208	-1.12827	2.76277	4.49423	
4.5204	1.88207	-1.12813	2.76277	4.49423	
4.5204	1.88206	-1.12813	2.76272	4.49423	
4.5204	1.88205	-1.1281	2.76241	4.49423	
4.5204	1.88205	-1.12802	2.76195	4.49423	
4.5204	1.88201	-1.12771	2.76057	4.49423	
4.5204	1.88199	-1.12667	2.7579	4.49423	
4.5204	1.88199	-1.12571	2.75608	4.49423	
4.5204	1.88198	-1.12343	2.75358	4.49423	
4.5204	1.88199	-1.12303	2.75228	4.49423	
4.5204	1.88199	-1.12307	2.7521	4.49423	
4.5204	1.882	-1.12312	2.75186	4.49423	
4.5204	1.882	-1.12315	2.75177	4.49423	
4.5204	1.88202	-1.12318	2.75177	4.49423	
4.5204	1.88203	-1.12326	2.75177	4.49423	
4.5204	1.88203	-1.12326	2.75177	4.49423	
4.5204	1.88204	-1.12329	2.75177	4.49423	
4.5204	1.88205	-1.12332	2.75179	4.49423	
4.5204	1.88208	-1.12335	2.75179	4.49423	
4.5204	1.8821	-1.12337	2.75179	4.49423	
4.5204	1.88212	-1.12343	2.75179	4.49423	
4.5204	1.88214	-1.1235	2.75179	4.49423	
4.5204	1.88219	-1.12357	2.75179	4.49423	
4.5204	1.88228	-1.12367	2.75179	4.49423	
4.5204	1.88239	-1.12379	2.75181	4.49423	
4.5204	1.88243	-1.12384	2.75181	4.49423	
4.5204	1.88243	-1.12384	2.75181	4.49423	
4.5204	1.88348	-1.124	2.75179	4.49423	
4.5204	1.88427	-1.12403	2.75179	4.49423	
4.5204	1.88522	-1.12409	2.75179	4.49423	
4.5204	1.88607	-1.12417	2.75181	4.49423	
4.5204	1.88724	-1.12419	2.75181	4.49423	
4.5204	1.88804	-1.1242	2.75181	4.49423	
4.5204	1.88916	-1.12425	2.75179	4.49423	
4.5204	1.88976	-1.12425	2.75181	4.49423	
4.5204	1.88975	-1.12423	2.75177	4.49423	
4.5204	1.88975	-1.12423	2.75144	4.49423	
4.5204	1.88975	-1.12423	2.75013	4.49423	
4.5204	1.88975	-1.12422	2.74788	4.49423	
4.5204	1.88975	-1.1242	2.74454	4.49423	
4.5204	1.88976	-1.12422	2.74268	4.49423	
4.5204	1.88977	-1.1242	2.74086	4.49423	
4.5204	1.88979	-1.1242	2.74091	4.49423	
4.5204	1.88983	-1.1242	2.74091	4.49423	
4.5204	1.88987	-1.12419	2.74088	4.49423	
4.5204	1.89001	-1.12419	2.74091	4.49423	
4.5204	1.89075	-1.12419	2.74088	4.49423	
4.5204	1.89149	-1.12419	2.74091	4.49423	
4.5204	1.89312	-1.12416	2.74088	4.49423	
4.5204	1.89437	-1.12414	2.74088	4.49423	
4.5204	1.89592	-1.12409	2.74091	4.49423	
4.5204	1.8969	-1.124	2.74091	4.49423	
4.5204	1.8972	-1.12386	2.74091	4.49423	
4.5204	1.8972	-1.12346	2.74091	4.49423	
4.5204	1.8972	-1.12325	2.74091	4.49423	
