-1.21873e-06	-4.14661	3.69277	-1.58665	-2.09494e-07
-0.000637214	-4.13019	3.67631	-1.58025	-2.28615e-07
-0.000629344	-4.13021	3.67634	-1.58025	-2.48595e-07
-0.000621467	-4.13021	3.67634	-1.58025	-2.68573e-07
-0.000613578	-4.13023	3.67636	-1.58025	-2.88552e-07
-0.000605685	-4.13018	3.67636	-1.58025	-3.08529e-07
-0.000597773	-4.13022	3.6764	-1.58025	-3.28513e-07
-0.000589855	-4.13019	3.67643	-1.58025	-3.48488e-07
-0.000581928	-4.13021	3.67645	-1.58025	-3.68464e-07
-0.000573988	-4.13021	3.67649	-1.58025	-3.88451e-07
-0.000566043	-4.13017	3.67651	-1.58025	-4.0842e-07
-0.000558084	-4.13017	3.67656	-1.58025	-4.28399e-07
-0.000550113	-4.13016	3.6766	-1.58025	-4.48384e-07
-0.000542137	-4.13015	3.67665	-1.58025	-4.68356e-07
-0.000534148	-4.13014	3.67669	-1.58025	-4.88335e-07
-0.000526148	-4.13015	3.67676	-1.58025	-5.08313e-07
-0.000518136	-4.13017	3.67683	-1.58025	-5.28294e-07
-0.000510124	-4.1301	3.67687	-1.58025	-5.48257e-07
-0.000502087	-4.13014	3.67696	-1.58025	-5.68255e-07
-0.000494041	-4.13018	3.67705	-1.58025	-5.8825e-07
-0.000485996	-4.13014	3.67712	-1.58025	-6.08221e-07
-0.000477941	-4.1301	3.67718	-1.58025	-6.28182e-07
-0.000469867	-4.13013	3.67727	-1.58025	-6.48169e-07
-0.000461788	-4.13011	3.67736	-1.58025	-6.68146e-07
-0.000453699	-4.1301	3.67745	-1.58025	-6.88126e-07
-0.000445601	-4.13008	3.67754	-1.58025	-7.08102e-07
-0.000437488	-4.13008	3.67765	-1.58025	-7.28084e-07
-0.000429366	-4.13009	3.67776	-1.58025	-7.48073e-07
-0.000421246	-4.13002	3.67785	-1.58025	-7.68033e-07
-0.000413105	-4.13002	3.67796	-1.58025	-7.88009e-07
-0.000404945	-4.13005	3.6781	-1.58026	-8.08017e-07
-0.000396792	-4.13	3.67821	-1.58026	-8.27988e-07
-0.000388617	-4.13003	3.67834	-1.58026	-8.47978e-07
-0.000380445	-4.12998	3.67845	-1.58026	-8.67934e-07
-0.000372258	-4.12996	3.67859	-1.58026	-8.87907e-07
-0.00036407	-4.12991	3.6787	-1.58026	-9.07852e-07
-0.000355853	-4.1299	3.67885	-1.58026	-9.2786e-07
-0.000347641	-4.12988	3.67899	-1.58026	-9.47832e-07
-0.000339418	-4.12985	3.67912	-1.58026	-9.67782e-07
-0.000331177	-4.12985	3.67928	-1.58026	-9.87786e-07
-0.000322928	-4.12984	3.67943	-1.58026	-1.00777e-06
-0.00031466	-4.12986	3.67961	-1.58026	-1.02778e-06
-0.000306411	-4.12978	3.67975	-1.58026	-1.04769e-06
-0.000298127	-4.1298	3.67992	-1.58026	-1.0677e-06
-0.000289851	-4.12975	3.68008	-1.58026	-1.08764e-06
-0.000281539	-4.12979	3.68028	-1.58026	-1.10768e-06
-0.000273247	-4.12973	3.68044	-1.58026	-1.12762e-06
-0.000264933	-4.12969	3.68061	-1.58026	-1.14758e-06
-0.000256605	-4.12968	3.68081	-1.58026	-1.16759e-06
-0.000248259	-4.12972	3.68101	-1.58026	-1.1876e-06
-0.000239911	-4.12971	3.68121	-1.58026	-1.20759e-06
-0.000231577	-4.12962	3.68139	-1.58026	-1.22752e-06
-0.000223215	-4.12961	3.68159	-1.58026	-1.2475e-06
-0.000214845	-4.1296	3.68179	-1.58026	-1.26747e-06
-0.000206453	-4.12961	3.68202	-1.58027	-1.28749e-06
-0.000198075	-4.12954	3.68222	-1.58027	-1.30743e-06
-0.000189669	-4.12955	3.68244	-1.58027	-1.32744e-06
-0.000181275	-4.12949	3.68264	-1.58027	-1.34737e-06
-0.000172842	-4.12952	3.68288	-1.58027	-1.3674e-06
-0.000164419	-4.12947	3.6831	-1.58027	-1.38737e-06
-0.000155989	-4.12943	3.68333	-1.58027	-1.40731e-06
-0.000147553	-4.12939	3.68355	-1.58027	-1.42728e-06
-0.000139096	-4.12937	3.68379	-1.58027	-1.44726e-06
-0.000130637	-4.12934	3.68404	-1.58027	-1.46723e-06
-0.00012216	-4.12932	3.68428	-1.58027	-1.48721e-06
-0.000113667	-4.12932	3.68455	-1.58027	-1.50724e-06
-0.000105181	-4.1293	3.68479	-1.58027	-1.52718e-06
-9.66995e-05	-4.12923	3.68504	-1.58027	-1.54713e-06
-8.81673e-05	-4.12925	3.68533	-1.58027	-1.56718e-06
-7.96707e-05	-4.12918	3.68557	-1.58027	-1.58709e-06
-7.11256e-05	-4.1292	3.68586	-1.58027	-1.60713e-06
-6.26012e-05	-4.12915	3.68613	-1.58028	-1.62709e-06
-5.40692e-05	-4.12909	3.68639	-1.58028	-1.64702e-06
-4.55254e-05	-4.12904	3.68666	-1.58028	-1.66699e-06
-3.69644e-05	-4.12901	3.68695	-1.58028	-1.68696e-06
-2.84004e-05	-4.12898	3.68724	-1.58028	-1.70693e-06
-1.9818e-05	-4.12895	3.68752	-1.58028	-1.72692e-06
-1.12385e-05	-4.12892	3.68781	-1.58028	-1.74688e-06
-2.63501e-06	-4.12891	3.68812	-1.58028	-1.76687e-06
5.97624e-06	-4.1289	3.68843	-1.58028	-1.78688e-06
1.45719e-05	-4.12882	3.68872	-1.58028	-1.80683e-06
2.32077e-05	-4.12883	3.68905	-1.58028	-1.82684e-06
3.18127e-05	-4.12875	3.68934	-1.58028	-1.84675e-06
4.047e-05	-4.12876	3.68968	-1.58028	-1.86676e-06
4.90986e-05	-4.1287	3.68999	-1.58029	-1.8867e-06
5.77513e-05	-4.12866	3.69032	-1.58029	-1.90666e-06
6.63998e-05	-4.1286	3.69063	-1.58029	-1.92659e-06
7.51009e-05	-4.12864	3.69098	-1.58029	-1.94666e-06
8.37735e-05	-4.1286	3.69131	-1.58029	-1.96662e-06
9.24306e-05	-4.1285	3.69165	-1.58029	-1.98653e-06
0.000101122	-4.12846	3.69198	-1.58029	-2.00647e-06
0.000109835	-4.12845	3.69233	-1.58029	-2.02651e-06
0.000118547	-4.12843	3.69269	-1.58029	-2.04647e-06
0.000127258	-4.12836	3.69304	-1.58029	-2.06645e-06
